Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	# Decoy Protein: Combined	Coverage [%]	# Peptides	# PSMs	# Protein Unique Peptides	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Grouped): Empty	Abundances (Grouped): T1A	Abundances (Grouped): T1H	Abundances (Grouped): T3A	Abundances (Grouped): T3H	Abundances (Grouped): T5A	Abundances (Grouped): T5H	Abundances (Grouped): Wild	Abundances (Grouped) CV [%]: Empty	Abundances (Grouped) CV [%]: T1A	Abundances (Grouped) CV [%]: T1H	Abundances (Grouped) CV [%]: T3A	Abundances (Grouped) CV [%]: T3H	Abundances (Grouped) CV [%]: T5A	Abundances (Grouped) CV [%]: T5H	Abundances (Grouped) CV [%]: Wild	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Abundances Count: F1: 127C, Sample, Empty"	"Abundances Count: F1: 128C, Sample, Empty"	"Abundances Count: F1: 128N, Sample, T1A"	"Abundances Count: F1: 129N, Sample, T1A"	"Abundances Count: F1: 129C, Sample, T1H"	"Abundances Count: F1: 130N, Sample, T1H"	"Abundances Count: F1: 130C, Sample, T3A"	"Abundances Count: F1: 131N, Sample, T3A"	"Abundances Count: F1: 131C, Sample, T3H"	"Abundances Count: F1: 132N, Sample, T3H"	"Abundances Count: F1: 132C, Sample, T5A"	"Abundances Count: F1: 133N, Sample, T5A"	"Abundances Count: F1: 133C, Sample, T5H"	"Abundances Count: F1: 134N, Sample, T5H"	"Abundances Count: F1: 126, Sample, Wild"	"Abundances Count: F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s163_g10710	Durusdinium_trenchii_CCMP2556_v1___s163_g10710	0	6.274	0	3	2	2	0	2	875	99.6	6.4	0	2	0																																																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g34848.t2	Montipora_capitata_KBHIv3___TS.g34848.t2	0.001	3.475	7	4	1	1	1	1	313	34.9	8.73	0	1	0																																																	Not Found	Not Found	High	High	High	Not Found	High	High	High	High	High	High	High	Not Found	Not Found	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g21029.t1	Montipora_capitata_KBHIv3___RNAseq.g21029.t1	0	4.933	1	1	1	1	0	1	1514	166.7	7.36	3.28	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34928.t1	Montipora_capitata_KBHIv3___RNAseq.g34928.t1	0.009	1.786	62	3	1	1	1	1	419	47.6	7.24	0	1	0		14.3	18.3	17.8	16.8	12.2	15.3	17.7		6.2	14.79	6.66	28.27	13.4	18.21	1.9			13.7	15	20.4	16.5	17	18.7	20.6	13.7	11.1	13.4	13.4	17.4	17.9	17.4			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12442.t1	Montipora_capitata_KBHIv3___RNAseq.g12442.t1	0.003	2.67	16	3	1	1	1	1	437	50.7	8.02	0	1	0	630	106.1	160.1	96.6	122.3	41.7	69.1	57.2		4.61	41.89	0.83	6.4	62.81	10.5	9.53		630	109.6	102.7	217.2	118	96	97.1	116.9	128	25.9	67.2	64.1	74.4	61.2	53.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7743.t1	Montipora_capitata_KBHIv3___RNAseq.g7743.t1	0	4.3	1	8	1	1	1	1	198	22.5	6.35	2.07	1	0		78.8	55.3	71.1	78.5	85.2	81.1	67.7		13.63	22.71	16.47	32.96	7.96	12.39	11.37			86.8	71.5	47	65	80	63.3	61.9	99.6	80.5	90.1	88.6	74.3	73.4	62.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35351.t1	Montipora_capitata_KBHIv3___RNAseq.g35351.t1	0	11.365	0	4	4	4	4	4	1040	117.5	5.31	2.81	4	0	1130.8	220.7	219.5	162.8	135.9	195.8	227.6	146.4		46.97	49.49	1.55	1.96	46.55	25.88	4.04	1130.8		311.6	156.2	152.3	316.3	164.6	161.1	134	137.8	139.1	275.6	189.1	273.9	150.7	142.3	2		3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g30951.t1	Montipora_capitata_KBHIv3___RNAseq.g30951.t1	0	5.216	1	4	1	1	1	1	393	43.6	5.08	2.05	1	0																																																	Not Found	Not Found	High	High	High	Not Found	High	Not Found	Not Found	High	Not Found	High	High	Not Found	Not Found	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11983.t1c	Montipora_capitata_KBHIv3___RNAseq.g11983.t1c	0	76.191	0	26	13	23	13	13	831	93.7	5.1	53.18	13	0	388.1	450.5	319.9	412.2	422	413.8	608.7	235.3	135.97	6.5	6.61	4.61	10.68	12.33	16.05	18.74	2768.4	54.4	430.2	471.7	305.3	335.3	425.8	398.9	391.2	455.1	379.2	451.6	543.1	682.2	205.9	268.8	2	1	8	8	8	8	8	8	8	8	8	8	8	7	8	8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s3890_g50616	Durusdinium_trenchii_CCMP2556_v1___s3890_g50616	0	7.274	0	4	2	2	2	2	739	81.1	6.38	4.39	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35376.t1	Montipora_capitata_KBHIv3___RNAseq.g35376.t1	0.002	3.057	13	19	1	1	1	1	84	9.1	8.19	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5005.t1	Montipora_capitata_KBHIv3___RNAseq.g5005.t1	0	5.005	1	2	1	1	1	1	623	71.4	5.05	1.83	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47527.t2	Montipora_capitata_KBHIv3___TS.g47527.t2	0	14.615	0	8	4	4	4	4	609	68.1	5.83	5.11	4	0	98.5	129.6	114.8	116.8	103.5	122.3	105.3	130.6		12.86	4.73	4.53	9.57	0.13	6.43	1.72		98.5	141.9	118.3	118.7	111	120.6	113.1	96.7	110.8	122.4	122.2	110.2	100.6	129	132.2		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5463.t2	Montipora_capitata_KBHIv3___RNAseq.g5463.t2	0	16.636	0	17	6	7	6	6	372	43.5	5.26	6.71	6	0	691.2	422.5	808.1	509.5	1575.5	395.9	1286.1	720.7	76.88	5.29	4.44	14.65	12.52	3.79	17.94	19.87	375.8	1271.2	407	438.6	833.9	783.1	459.2	565.4	1721.7	1441.7	406.6	385.4	1461	1132.1	625.7	830.2	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6456.t1	Montipora_capitata_KBHIv3___RNAseq.g6456.t1	0	14.404	0	18	4	4	4	4	258	28.5	5.92	6.19	4	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34577.t1	Montipora_capitata_KBHIv3___RNAseq.g34577.t1	0	7.039	0	9	2	2	2	2	356	39.1	6.54	2.01	2	0		17.7	16.6	16.2	11.6	14.9	18.4	18.9		2.8	13.42	28.31	15.05	14.15	11.81	13.17			18.1	17.4	15.1	18.3	13.2	19.8	10.5	13	16.4	13.4	16.9	20	17.2	20.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g50142.t1	Montipora_capitata_KBHIv3___RNAseq.g50142.t1	0	24.798	0	3	6	7	6	6	2676	301.4	5.6	5.87	6	0	121.4	74	69	89.1	59	49.8	52.4	73.5		0.54	11.41	8.53	4.25	3.86	29.61	4.93		121.4	74.3	73.7	63.7	74.8	83.8	94.6	60.8	57.2	51.2	48.5	42.4	64.9	76.1	71		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26679.t1	Montipora_capitata_KBHIv3___RNAseq.g26679.t1	0	8.629	0	5	1	2	1	1	232	25.9	9.96	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47548.t2	Montipora_capitata_KBHIv3___TS.g47548.t2	0	7.398	0	5	2	3	2	2	458	53	7.5	1.76	2	0		44.9	58	56.4	70	41.5	60.9	59.2		15.93	14.02	11.17	24.97	34.18	3.7	21.08			50.3	40.1	52.5	64.1	52.1	61.1	58.6	83.7	53.1	32.4	62.5	59.3	68.8	51			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g16054.t1	Montipora_capitata_KBHIv3___RNAseq.g16054.t1	0.004	2.478	23	2	1	1	1	1	751	84.5	8	0	1	0		69.1	63.5	67.5	59.3	64.8	64.6	60.7		6.93	20.23	3	5.04	6.33	18.16	7.17			72.6	65.8	55	73.3	68.9	66	57.2	61.5	62	67.8	56.8	73.5	63.8	57.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27650.t1	Montipora_capitata_KBHIv3___RNAseq.g27650.t1	0.001	3.479	7	17	1	1	1	1	138	15.3	4.67	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	Not Found	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g26297.t1	Montipora_capitata_KBHIv3___TS.g26297.t1	0	5.844	1	4	1	1	1	1	349	38.8	7.99	2.54	1	0		42.6	40.9	41.4	34.4	35	39.5	44.7		10.52	6.9	18.39	23.36	16.57	18.43	21.97			39.6	45.9	43	39	36.3	47.2	40.6	29.1	31.1	39.3	34.6	45	38.2	52.3			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3829.t1	Montipora_capitata_KBHIv3___RNAseq.g3829.t1	0	32.864	0	16	7	7	1	2	684	78.2	5.64	12.57	7	3		120.1	107.5	155.6	78	82.6	85.9	123.4		0.69	16.43	8.18	3.61	24.54	22.69	8.02			120.7	119.6	95.7	120.8	164.8	146.8	76	80	69.3	98.4	73.1	101	130.6	116.6			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	Not Found	High	High	High	High	High	Not Found	High	High	High	Not Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g48049.t1	Montipora_capitata_KBHIv3___RNAseq.g48049.t1	0	15.145	0	18	4	4	4	4	262	26.6	11.53	7.2	4	0	1142	244.4	217.8	222.3	207.2	267.3	233.6	243.5	113.11	1.29	6.36	1.86	12.01	0.16	2.79	12.37	3424.5	380.9	242.2	246.6	208.3	227.9	225.3	219.4	225.6	190.3	267	267.6	229	238.2	223.1	265.9	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g32150.t1	Montipora_capitata_KBHIv3___RNAseq.g32150.t1	0	5.881	1	3	2	2	2	2	632	71.2	8.95	4.74	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g28629.t1	Montipora_capitata_KBHIv3___RNAseq.g28629.t1	0.003	2.844	15	2	2	2	2	2	960	109.7	5.99	4.92	2	0	1589.9	30.2	30	26.3	33.3	41.7	27.1	30.2		3.78	3.93	3.4	7.74	3.81	6.68	11.25	1589.9		31	29.4	30.8	29.1	25.7	26.9	31.5	35.1	42.8	40.6	28.4	25.8	32.7	27.9	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23386.t1	Montipora_capitata_KBHIv3___RNAseq.g23386.t1	0	38.104	0	26	8	9	8	8	447	49.5	5.08	10.31	8	0	213.9	327.7	243.9	306.6	184.1	260.9	212.3	271.3		5.44	5.78	1.1	3.18	29.41	10.35	9.52		213.9	340.5	315.3	234.1	254.1	304.2	309	180	188.3	211.3	322.2	197.3	228.5	253.7	290.3		1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4118.t1	Montipora_capitata_KBHIv3___TS.g4118.t1	0	12.002	0	8	3	3	3	3	450	48.2	9.58	6.08	3	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g45016.t1	Montipora_capitata_KBHIv3___TS.g45016.t1	0.009	1.812	59	2	1	1	1	1	937	106	6.95	2.52	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g26322.t1	Montipora_capitata_KBHIv3___TS.g26322.t1	0.006	2.1	36	2	1	1	1	1	351	39.8	7.55	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20750.t1	Montipora_capitata_KBHIv3___RNAseq.g20750.t1	0	4.268	1	2	2	3	2	2	1240	128.2	8.46	4.34	2	0		14.8	8	19.2	4.1	13.1	7.8	36		41.24	66.67	6.52	40.17	76.49	62.78	57.82			10.9	20	13.4	4.8	20.1	18.3	3	5.5	23.9	7.1	4.9	12.6	23.3	55.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39822.t1	Montipora_capitata_KBHIv3___RNAseq.g39822.t1	0	10.444	0	10	2	2	2	2	273	30.3	4.69	2.57	2	0	447.2	55	52.7	59.6	39	46.4	68.7	47		4.29	0.24	1.29	21.79	16.42	41.23	0.92	447.2		53.4	56.7	52.6	52.8	60.1	59.1	33.4	45.5	41.3	52.1	50.9	92.8	46.7	47.3	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24322.t1	Montipora_capitata_KBHIv3___RNAseq.g24322.t1	0	7.906	0	13	3	4	1	3	240	25.9	7.66	0	3	0		74.8	55.1	112	76.5	64.2	105.5	73.9		23.63	8.2	54.46	49.83	9.06	10.93	3.13			63.2	88.5	52	58.4	168.1	74.6	52.9	110.5	60.2	68.4	97.6	114	75.5	72.3			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6617.t1	Montipora_capitata_KBHIv3___RNAseq.g6617.t1	0.002	3.094	13	3	1	1	1	1	343	37.9	6.84	0	1	0		24.9	14.7	20.5	9.9	21.2	17.5	17.2		22.77	26.66	14.94	6.04	0.19	21.42	42.41			21.2	29.3	17.8	12.1	18.5	22.8	9.5	10.3	21.1	21.2	15	20.4	12.6	23.4			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g4933.t1	Montipora_capitata_KBHIv3___RNAseq.g4933.t1	0	4.472	1	7	2	2	2	2	341	40	7.27	2.71	2	0		154.1	140.5	149.2	182.1	179.6	206.1	117.8		45.02	29.81	22.13	44.87	39.33	22.26	9.39			214.3	110.8	113.5	174.1	127.4	174.7	252.9	131.1	238.9	135	175.9	241.6	125.9	110.2			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49779.t2	Montipora_capitata_KBHIv3___RNAseq.g49779.t2	0	33.846	0	43	8	23	8	8	244	27.8	8.07	29.97	8	0	670.8	462.8	393.5	362.4	361.9	455.3	370.3	414.1		8.45	10.24	6.27	3.9	25.27	1.34	8.51		670.8	491.3	436	365.9	423.1	346.7	378.9	352.1	372	380.1	545.4	373.9	366.8	389.9	439.8		1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47629.t1	Montipora_capitata_KBHIv3___RNAseq.g47629.t1	0	170.041	0	15	55	58	54	54	4606	505	5.03	41.86	55	0	3574.7	1908.1	1529.2	2017.9	2159.4	1906.1	1614.4	1676.5	12.53	3.53	28.89	5.02	2.37	13.71	3.11	1.23	3906.7	3270.9	1861	1956.3	1881.3	1243	2090.8	1947.4	2195.9	2123.4	2100.8	1729.5	1650.3	1579.2	1691.1	1661.9	4	12	28	28	28	28	28	28	28	28	28	28	28	28	28	28	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000357513.9	Cladocopium_goreaui_v3___evm.model.scf7180000357513.9	0.005	2.13	35	2	1	1	1	1	533	60.4	5.52	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g30562.t1	Montipora_capitata_KBHIv3___RNAseq.g30562.t1	0	4.353	1	7	3	3	3	3	417	45.9	6.47	3.47	3	0		40	38	32.1	32.2	36.6	33.1	44.4		4.35	16.53	20.41	20.14	16.38	20.64	14.06			41.3	38.8	42.7	33.8	27.8	37.2	27.9	37.1	32.6	41.1	38.3	28.6	40.2	49			1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15934.t1	Montipora_capitata_KBHIv3___RNAseq.g15934.t1	0	18.924	0	27	4	4	4	4	217	23.8	6.54	3.59	4	0																																																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11603.t1	Montipora_capitata_KBHIv3___RNAseq.g11603.t1	0.007	1.971	44	3	1	1	1	1	282	30.8	6.29	1.9	1	0																																																	Not Found	Not Found	High	High	High	Not Found	High	High	High	Not Found	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5036.t1	Montipora_capitata_KBHIv3___RNAseq.g5036.t1	0	25.15	0	10	5	6	5	5	588	66.7	6.11	6.19	5	0	457.4	182.2	247.1	182.6	191.3	159.7	155.6	159.1	49.07	9.11	14.69	16.87	13.36	13.71	0.34	2.48	318.5	657	170.8	194.4	274.3	222.7	161.9	205.8	210.3	174	176	144.9	155.3	156	156.4	161.9	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8851.t1	Montipora_capitata_KBHIv3___RNAseq.g8851.t1	0.006	2.004	38	3	1	1	1	1	360	39.7	7.09	1.65	1	0																																																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g46760.t1	Montipora_capitata_KBHIv3___TS.g46760.t1	0	8.585	0	16	4	4	4	4	236	26.9	7.09	4.1	4	0	1179.9	477	555.9	431.8	489.4	439.1	373.4	476.5		16.5	18.08	19.93	26.74	12.91	16.87	3.97		1179.9	424.3	536.3	632.2	488.8	374.7	497.6	592.6	404.1	481.2	400.7	420.9	331.2	463.3	490.1		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g30394.t1	Montipora_capitata_KBHIv3___RNAseq.g30394.t1	0.002	3.289	12	7	1	1	1	1	327	36.3	7.09	2.89	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11565.t1	Montipora_capitata_KBHIv3___RNAseq.g11565.t1	0	18.075	0	13	5	6	5	5	428	48.4	6.54	6.77	5	0	445.3	146.3	201.8	130.9	406.1	183.1	349.7	127.7		4.58	2.7	15.12	2.87	16.94	47.18	14.52		445.3	151.1	141.7	198	205.7	117.6	145.7	398	414.5	206.5	162.3	494.7	247.2	115.2	141.5		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7480.t1	Montipora_capitata_KBHIv3___RNAseq.g7480.t1	0	35.909	0	18	7	15	6	7	463	53.4	5.72	23.28	7	0	325.3	383.1	317.7	290.4	218.9	354.4	254.2	302.4		18.53	17.81	0.96	2.81	27.58	8.35	1.49		325.3	437.1	335.8	279.9	360.6	292.4	288.4	223.3	214.6	290.9	431.8	239.6	269.7	299.2	305.6		2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000356348.21	Cladocopium_goreaui_v3___evm.model.scf7180000356348.21	0	4.047	1	2	1	1	0	1	749	79.7	7.43	2.08	1	0																																																	Not Found	Not Found	Not Found	Not Found	High	High	High	High	High	Not Found	High	High	Not Found	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g39899.t1	Montipora_capitata_KBHIv3___TS.g39899.t1	0	14.255	0	31	3	5	3	3	93	9.7	6.13	11.04	3	0	173.4	62.7	65.1	58.8	80.8	64.7	81.6	60.3		12.96	1.17	7.45	2.88	19.57	4.37	15.12		173.4	68.7	57.2	65.7	64.6	55.7	61.9	79.1	82.4	74.3	56.3	79.1	84.1	67.1	54.2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44783.t1	Montipora_capitata_KBHIv3___RNAseq.g44783.t1	0	9.11	0	11	4	5	4	4	348	39.9	9.11	3.43	4	0	532.4	197.6	189	185.6	196.5	157.5	148	201.5		10.68	0.18	2.44	3.64	27.77	12.03	1.67		532.4	183.2	213.2	189.3	188.8	188.8	182.4	191.5	201.6	129.1	192.1	161.1	135.9	203.9	199.2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s1447_g40244	Durusdinium_trenchii_CCMP2556_v1___s1447_g40244	0	4.672	1	5	1	1	1	1	286	30.6	9.58	2.29	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g7717.t2	Montipora_capitata_KBHIv3___TS.g7717.t2	0	12.185	0	30	5	6	5	5	163	18.8	8.37	4.27	5	0	685.8	561.1	555	477.1	682.7	662.7	559.6	571		8.13	8.35	5.81	11.89	16.19	8.87	5.31		685.8	594.4	529.8	588.8	523.1	457.9	497.1	627.6	742.8	743.4	590.7	595.8	525.5	550	592.9		3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
