Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g39899.t1	Montipora_capitata_KBHIv3___TS.g39899.t1	0	FALSE	18.959	31	4	6	4	93	9.7	6.13	11.04	4	0		176.8	68.2	56.9	64.9	63.9	56.1	61.9	77.2	80.3	73.9	55.7	78.1	87.3	66.1	54.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g45411.t1	Montipora_capitata_KBHIv3___RNAseq.g45411.t1	0	FALSE	7.418	3	2	2	2	863	95.2	6.09	2.57	2	0			29.1	27.3	36.4	29.3	30.7	37.2	26.6	25.6	35.1	28.1	21.5	28.5	31.5	30.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g5221.t2	Montipora_capitata_KBHIv3___TS.g5221.t2	0.002	FALSE	2.58	2	1	1	1	446	50.9	7.74	0	1	0			92.8	96.1	85.1	115.6	90.2	72.7	99	112.7	106	93.4	99	95.3	89.5	75.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44783.t1	Montipora_capitata_KBHIv3___RNAseq.g44783.t1	0	FALSE	13.114	13	5	8	5	348	39.9	9.11	3.43	5	0		542.6	181.7	212.3	186.9	186.7	190.1	182.4	186.9	196.5	128.3	190.3	159.1	140.9	200.9	199.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g7717.t2	Montipora_capitata_KBHIv3___TS.g7717.t2	0	FALSE	20.785	35	8	9	8	163	18.8	8.37	4.27	8	0		870.4	812.8	781.6	875.7	731.4	647.8	706.6	897.9	948.4	1006.3	845.4	852.9	710	799.5	832.5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18400.t1	Montipora_capitata_KBHIv3___RNAseq.g18400.t1	0	FALSE	11.504	12	3	3	3	331	37.6	8.98	4.07	3	0			266.4	249.5	179.3	157.9	235.1	276.1	78.9	79.5	109.4	173	80.5	98	121.3	189.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43759.t1	Montipora_capitata_KBHIv3___RNAseq.g43759.t1	0	FALSE	23.01	24	7	10	7	323	36.9	9.29	2.01	7	0	389.8	818	594.2	684.6	797.1	821.8	497.5	417.5	938.4	1145.5	330.2	962.7	1125.9	574.2	835.3	845.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g25159.t1	Montipora_capitata_KBHIv3___RNAseq.g25159.t1	0	FALSE	15.887	22	3	4	3	171	19.4	4.93	3.96	3	0	2807.2		103.8	131.4	86.7	87.7	133.8	116	87.4	58.7	98.9	116.4	104.8	85.7	133.2	133.1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g4871.t1	Montipora_capitata_KBHIv3___RNAseq.g4871.t1	0.002	FALSE	2.415	1	1	1	1	757	84.6	9	2.16	1	0																	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	High	High	High	High	Not Found	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2976.t1b	Montipora_capitata_KBHIv3___RNAseq.g2976.t1b	0	FALSE	15.18	4	3	4	3	864	95.6	8.65	0	3	0			168.2	146.5	143	141.2	209.7	194.3	158.8	184.6	72.1	149.6	168.7	91.6	164.5	141.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13176.t1	Montipora_capitata_KBHIv3___RNAseq.g13176.t1	0.002	FALSE	2.51	4	2	2	2	382	43.6	6.71	0	2	0		242	111.6	105.6	69.5	94.1	86.9	91.1	100.5	82.3	141.3	118.2	88.8	89.6	114	117.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26656.t2	Montipora_capitata_KBHIv3___RNAseq.g26656.t2	0	FALSE	26.836	13	6	6	6	702	75.4	6.61	3.16	6	0		573.2	159.4	117.7	223.9	184.9	112.6	129	191.1	204.6	118.7	152.4	173.9	90.1	109.3	174.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2799.t1	Montipora_capitata_KBHIv3___RNAseq.g2799.t1	0.044	FALSE	1.025	3	1	1	1	266	30.7	9.57	1.85	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14522.t1	Montipora_capitata_KBHIv3___RNAseq.g14522.t1	0	FALSE	14.06	7	4	4	4	639	72.2	6.14	2.01	4	0	576.4		66.9	55.3	58	77.3	73.8	63.9	62.8	72.5	46.1	57.8	57	67.1	50.7	62.7	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42066.t1	Montipora_capitata_KBHIv3___RNAseq.g42066.t1	0.001	FALSE	4.255	3	1	1	1	429	49.3	7.68	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29107.t1	Montipora_capitata_KBHIv3___RNAseq.g29107.t1	0	FALSE	6.499	2	2	2	1	1338	149.8	5.38	2.42	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	Not Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g551.t1	Montipora_capitata_KBHIv3___RNAseq.g551.t1	0	FALSE	11.691	13	2	3	2	250	26.6	8.13	4.55	2	0			26.8	23.8	23	26.1	27.2	22.8	18.2	26	26.6	26.3	25	18.8	25.7	27.5	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g3000.t2	Montipora_capitata_KBHIv3___TS.g3000.t2	0	FALSE	7.028	5	2	2	2	588	67.3	5.33	0	2	0			103.3	116.7	114.9	154.1	135.7	129.6	100.8	109.8	124.4	113.8	106.5	91.5	120.7	91.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6857.t1	Montipora_capitata_KBHIv3___RNAseq.g6857.t1	0	FALSE	11.256	12	3	3	3	396	45.9	8.06	5.17	3	0			24	16.5	27.8	38.9	20.4	20.2	15.2	17.5	23.8	20.4	12.5	24.3	25	22.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12773.t1	Montipora_capitata_KBHIv3___RNAseq.g12773.t1	0.03	FALSE	1.189	1	1	1	1	1254	142.2	7.94	0	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40092.t1	Montipora_capitata_KBHIv3___RNAseq.g40092.t1	0.008	FALSE	1.814	1	1	1	1	1144	128.9	5.95	0	1	0			36	27.2	32.5	39.4	35.8	34.5	44.5	37.7	21.2	40.8	30.9	32.3	38	36.2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23355.t1	Montipora_capitata_KBHIv3___RNAseq.g23355.t1	0	FALSE	7.09	9	3	4	3	325	36.1	9.33	1.74	3	0		331.3	20.6	14.1	16.6	18.4	17	24.8	20.3	19.3	13.2	12.6	21.7	20.2	16.1	13	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41271.t2	Montipora_capitata_KBHIv3___RNAseq.g41271.t2	0	FALSE	14.954	15	4	4	4	345	38.8	9.85	2.09	4	0			136.2	163.3	110.1	112.2	153.2	140.2	112.5	116.3	111.4	143.4	117.6	119	137.6	156.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g13242.t1	Montipora_capitata_KBHIv3___TS.g13242.t1	0	FALSE	17.417	17	5	5	5	369	42.7	5.4	4.81	5	0	92.7	618.6	116.7	109	145.4	137.1	138.8	115	131.5	143.9	158	120.7	186.3	195.7	112.5	131.5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35029.t1	Montipora_capitata_KBHIv3___RNAseq.g35029.t1	0	FALSE	9.624	8	3	4	3	424	48.9	6.19	2.9	3	0			44.6	56.6	62.9	50.7	52.2	43.7	56.6	59	46.6	63.8	52	59.2	43	59.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g38338.t1	Montipora_capitata_KBHIv3___TS.g38338.t1	0	FALSE	17.036	9	4	4	4	528	61	7.83	2.12	4	0			152.3	157.9	169.6	164.1	110.8	102.8	140.9	177.5	183.9	151	145	86.9	128.1	93.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5102.t1	Montipora_capitata_KBHIv3___RNAseq.g5102.t1	0	FALSE	8.99	29	3	3	3	181	20.2	5.4	2.13	3	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7133.t1	Montipora_capitata_KBHIv3___RNAseq.g7133.t1	0	FALSE	11.528	1	2	2	2	2425	267.3	9.5	4.61	2	0			39.4	53	38.5	41.2	50	42.4	35.9	33.7	30.2	45.9	35.8	66.4	40.4	63.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g44381.t1	Montipora_capitata_KBHIv3___TS.g44381.t1	0.002	FALSE	2.445	3	1	1	1	309	34.8	6.79	0	1	0		200.8	109.2	122.5	123.7	107.2	103.6	106.6	86.6	93.1	94	93.7	71.4	93.2	94	100	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47745.t1	Montipora_capitata_KBHIv3___TS.g47745.t1	0	FALSE	35.952	9	11	13	11	1256	140.9	7.91	0	11	0		279.7	68.9	69.9	82.1	79.3	79	93.8	64.8	47.2	78.8	62.3	56.1	89	78.8	68.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40399.t1	Montipora_capitata_KBHIv3___RNAseq.g40399.t1	0	FALSE	8.283	8	3	3	3	377	43.7	3.89	0	3	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3385.t1	Montipora_capitata_KBHIv3___RNAseq.g3385.t1	0.001	FALSE	4.493	1	1	1	1	1980	217.8	5.43	2.66	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g17928.t1	Montipora_capitata_KBHIv3___TS.g17928.t1	0	FALSE	15.492	10	4	4	4	499	56.5	8.91	6.36	4	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g48020.t2	Montipora_capitata_KBHIv3___TS.g48020.t2	0	FALSE	10.407	3	4	4	4	1434	157	5.22	0	4	0			33.5	34.7	15	23.2	21.5	23	27	30.8	24.5	41.5	34.6	39.7	17.8	36.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g41591.t1	Montipora_capitata_KBHIv3___TS.g41591.t1	0.002	FALSE	3.178	3	1	1	1	376	40.5	4.42	2.69	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g46068.t1	Montipora_capitata_KBHIv3___RNAseq.g46068.t1	0	FALSE	5.307	6	1	1	1	305	35	9.42	2.2	1	0																	Not Found	Not Found	High	High	High	Not Found	Not Found	High	High	High	Not Found	High	High	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g32249.t1	Montipora_capitata_KBHIv3___RNAseq.g32249.t1	0.001	FALSE	3.697	7	1	1	1	180	20.8	4.84	2.33	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20109.t1	Montipora_capitata_KBHIv3___RNAseq.g20109.t1	0	FALSE	8.381	13	2	2	2	192	21.7	9.74	3.14	2	0			127.3	111.3	95	103.1	95.5	100.1	93.9	102.7	120	130.8	98.4	141.2	107.8	115.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23505.t1	Montipora_capitata_KBHIv3___RNAseq.g23505.t1	0	FALSE	38.904	14	7	15	7	625	67.5	5.4	18.73	7	0		947.7	613	643.2	358.6	437.9	580.3	492.3	393.9	450.9	664.9	656.5	509.6	517	447.8	536.5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9880.t1	Montipora_capitata_KBHIv3___RNAseq.g9880.t1	0	FALSE	30.251	27	8	13	7	374	42.3	5.92	6.98	8	0		53.2	583.8	557.2	858.2	759.6	635.3	684.2	654.3	689.8	599.7	556.9	554.1	662.4	652	569.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g16061.t1	Montipora_capitata_KBHIv3___RNAseq.g16061.t1	0	FALSE	9.903	5	2	2	2	241	27.4	6.44	3.33	2	0		61	92.9	112.5	90.5	93.8	87.4	103.1	77	67.8	89.2	113.8	73.2	82.3	96.4	91.8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27837.t2	Montipora_capitata_KBHIv3___RNAseq.g27837.t2	0	FALSE	13.952	13	4	5	4	372	40.8	8.21	7.75	4	0			108.9	89.8	85.7	99.1	102.1	100.1	83.9	83.8	73	90.5	84	90.4	89.5	96.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6969.t1	Montipora_capitata_KBHIv3___RNAseq.g6969.t1	0	FALSE	23.455	27	6	9	6	252	29	6.16	6.72	6	0	2216.1	1281.7	1113.6	935.2	836.4	809.7	832.2	902.7	695.3	625.6	1571.5	783.4	690	825.1	699.8	836.4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.14688_t	Montipora_capitata_KBHIv3___RNAseq.14688_t	0	FALSE	26.653	5	6	8	6	1622	179	5.36	8.1	6	0		365.3	306.7	335.3	235.5	264.1	331.4	322.4	218.2	187.1	220.6	330.9	248	253	327.5	342.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g24503.t1	Montipora_capitata_KBHIv3___TS.g24503.t1	0	FALSE	9.668	20	2	2	2	133	15.2	5.68	1.75	2	0		92.9	55.2	46.9	53.6	61	49.6	59.2	51.7	42.9	140.5	40.4	38.8	37.7	53.8	42.2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g5157.t2	Montipora_capitata_KBHIv3___TS.g5157.t2	0.01	FALSE	1.704	2	1	1	1	421	48.5	6.06	1.91	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g13734.t2b	Montipora_capitata_KBHIv3___TS.g13734.t2b	0	FALSE	74.125	22	18	21	18	929	101.4	5.52	20.43	18	0	2426.6	1425.4	1199.4	1007.5	1248.3	1303.8	758.5	986	1808.2	1974.6	610.2	1185	2515.5	1080.2	609.9	790.2	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26034.t1	Montipora_capitata_KBHIv3___RNAseq.g26034.t1	0.004	FALSE	2.136	1	1	1	1	844	94.4	7.17	0	1	0			21.4	20.8	12.6	14.2	18.4	16.8	19.4	13.4	20.4	19.2	18.5	17.7	16.1	20.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15120.t1	Montipora_capitata_KBHIv3___RNAseq.g15120.t1	0	FALSE	6.161	5	2	2	2	572	59.6	6.86	2.36	2	0			25.3	38.5	37.4	29.5	28.6	34.6	46.1	41.9	27.2	36.6	37.5	23.7	30.7	29.1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26733.t1	Montipora_capitata_KBHIv3___RNAseq.g26733.t1	0.028	FALSE	1.208	1	1	1	1	614	69.5	5.55	0	1	0																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22137.t1	Montipora_capitata_KBHIv3___RNAseq.g22137.t1	0	FALSE	21.369	7	5	5	4	872	95.4	8.57	6.32	5	0			239.7	194.1	192.3	313.4	345.8	257.1	290.3	325.4	92.3	215.7	458.5	83.7	421.5	247.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g14523.t1	Montipora_capitata_KBHIv3___TS.g14523.t1	0	FALSE	10.972	19	4	4	4	225	24.8	7.42	0	4	0		651.3	243.6	293.8	311.7	276.5	261.3	226.2	322.3	361.3	239.5	287.3	293.5	235.7	255.6	223.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g29733.t2	Montipora_capitata_KBHIv3___TS.g29733.t2	0	FALSE	10.834	6	3	3	3	769	83.4	6.57	2.01	3	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34336.t1	Montipora_capitata_KBHIv3___RNAseq.g34336.t1	0	FALSE	10.321	7	4	5	4	651	70.5	5.87	2.17	4	0			108.1	100.5	71.2	93.2	107	85.9	86.7	70.2	73.5	95.3	87.5	81	106	102.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29564.t1	Montipora_capitata_KBHIv3___RNAseq.g29564.t1	0	FALSE	19.089	8	4	4	4	730	77.3	5.64	11.02	4	0	1446.1		26.5	27.4	24.7	33.1	29.1	25.2	26.5	29	24.8	26.5	36.3	32.3	22.7	23.9	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19141.t1	Montipora_capitata_KBHIv3___RNAseq.g19141.t1	0	FALSE	9.324	18	4	4	4	227	25.7	5.34	1.76	4	0		276.1	121.3	95.6	118.9	107.7	103.2	107.1	100.6	97.7	102.7	104	110.7	82.7	104	129.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26406.t1	Montipora_capitata_KBHIv3___RNAseq.g26406.t1	0	FALSE	5.054	2	2	2	2	1036	114.9	8.63	4.79	2	0			199.4	217.8	148.3	144	167.3	152.6	151.2	87.4	158	184.9	106.2	93.6	167.5	175.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3414.t1	Montipora_capitata_KBHIv3___RNAseq.g3414.t1	0	FALSE	15.353	20	5	8	4	248	28.4	4.77	7.34	5	0		208.2	354.3	365.3	340.4	370.3	349.2	370.4	296.4	277	548.1	326.9	315.8	647.6	357.4	379.5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5011.t1	Montipora_capitata_KBHIv3___RNAseq.g5011.t1	0	FALSE	31.634	24	9	10	9	376	43.4	5.96	7.18	9	0		1247.7	344.9	434.7	398.9	352	321.6	374.8	351.3	364.9	310.6	301.1	278.9	294.8	350.1	373.5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g50422.t1	Montipora_capitata_KBHIv3___RNAseq.g50422.t1	0.001	FALSE	3.513	5	1	1	1	181	18.7	8.54	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33480.t1	Montipora_capitata_KBHIv3___RNAseq.g33480.t1	0	FALSE	6.734	10	1	2	1	228	25.6	8.38	5.74	1	0	429.4		20.8	23	12	15.8	17.9	15.9	14.8	24.3		13.8	10.6		28.3	20.6	High	Not Found	High	High	High	High	High	High	High	High	Not Found	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19172.t1	Montipora_capitata_KBHIv3___RNAseq.g19172.t1	0	FALSE	25.402	8	7	7	7	1046	116.7	5.17	4.72	7	0			52.4	42.1	43.3	42.5	54.7	47.4	44.9	50.9	43	48.2	43.5	35.6	48.3	45.5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g8019.t1	Montipora_capitata_KBHIv3___TS.g8019.t1	0	FALSE	16.702	4	2	6	2	595	66.8	5.21	9.25	2	0			142	144.7	141.7	115	136.6	120.3	157.4	135	138.1	108.3	157.2	149.8	122.6	128.9	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g45379.t1	Montipora_capitata_KBHIv3___RNAseq.g45379.t1	0	FALSE	9.601	11	4	4	4	431	48.6	7.56	4.41	4	0	1291.3		45.6	30.2	50.6	46.2	51.4	37.8	45	57.2	43.5	39.1	50.9	61.5	47.1	43.9	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19619.t1	Montipora_capitata_KBHIv3___RNAseq.g19619.t1	0	FALSE	21.56	21	5	6	5	321	35.4	8.88	10.64	5	0			200	213	231.1	202.9	188.9	201.3	223.3	208.4	153.6	213.6	209.4	100.2	189.9	199.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g40696.t1	Montipora_capitata_KBHIv3___TS.g40696.t1	0	FALSE	21.385	9	4	5	4	465	51.6	8.12	7.28	4	0			62.5	30.9	42.2	82.5	58	47.6	68	76.6	29.7	42	66	13	57.9	48.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.38454_t	Montipora_capitata_KBHIv3___RNAseq.38454_t	0	FALSE	11.997	11	4	5	4	408	46	7.53	0	4	0		235.9	235.5	229.8	155.5	157.5	146.9	156.8	160.4	166.7	260.9	285.1	231.1	212.5	194.7	263.2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9428.t1	Montipora_capitata_KBHIv3___RNAseq.g9428.t1	0	FALSE	75.819	19	14	19	14	898	104	6.11	34.25	14	0	4768.2	272.1	706.8	651.7	837.8	854.7	834.1	763.5	825.1	865.5	647.9	659.5	687.1	625.1	851.2	656.8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
